corp,year,operating_income,revenue,net_income,outstanding_shares,total_liabilities,total_assets,cash_flow_per_share,sales_per_share,current_assets,current_liabilities,inventory,net_working_capital,non_current_assets,non_current_liabilities
한화오션,2018,1024831703646.0,9644383546545.0,320051707063.0,214411504,8078299948957.0,11918521521052.0,3382.006014831182,44980.71869569554,7350036433186.0,5356772734337.0,1345634251171.0,1993263698849.0,4568485087866.0,2721527214620.0
한화오션,2019,292760934105.0,8358744818823.0,-46485191069.0,214411504,7521182251648.0,11276078800189.0,11856.299715392137,38984.59113846335,6871061134451.0,4807538069313.0,1159031229805.0,2063523065138.0,4405017665738.0,2713644182335.0
한화오션,2020,153437091215.0,7030175197162.0,86572614374.0,214581338,6451804192841.0,10320774853795.0,-2136.5674151309468,32762.28614606737,5953237429075.0,5162708937003.0,963311053440.0,790528492072.0,4367537424720.0,1289095255838.0
한화오션,2021,-1754651375507.0,4486585681366.0,-1699829429734.0,214581338,8405626102183.0,10623209555073.0,2263.882375619263,20908.554877992232,6481079243776.0,7464467860107.0,1139095854036.0,-983388616331.0,4142130311297.0,941158242076.0
한화오션,2022,-1613564533698.0,4860150249534.0,-1744778447657.0,214581338,11490693372918.0,12235665304876.0,-4965.169086484119,22649.45449046459,7822464527787.0,10672486378148.0,2202075920366.0,-2850021850361.0,4413200777089.0,818206994770.0
해성디에스,2018,26761214194.0,363290231265.0,20727839096.0,34000000,109877932601.0,306239933904.0,1081.2592156764706,10685.006801911764,111715930133.0,64935499838.0,42935592361.0,46780430295.0,194524003771.0,44942432763.0
해성디에스,2019,27024997834.0,381400317567.0,18231057672.0,34000000,118049126102.0,326587242970.0,985.8909031764706,11217.656399029413,127523421568.0,88484843665.0,48364200982.0,39038577903.0,199063821402.0,29564282437.0
해성디에스,2020,43519674567.0,458746167572.0,29989719980.0,34000000,151373191556.0,383211976358.0,1305.261829382353,13492.53434035294,174031616373.0,120027744543.0,64698324416.0,54003871830.0,209180359985.0,31345447013.0
해성디에스,2021,86329952850.0,655373012865.0,71051643499.0,34000000,180632904766.0,474947833310.0,1679.7830729411764,19275.676848970586,255955422448.0,154841512247.0,88676479299.0,101113910201.0,218992410862.0,25791392519.0
해성디에스,2022,204416060360.0,839357973218.0,159399505537.0,34000000,212318527504.0,659613821545.0,5789.830346705882,24686.99921229412,371321312772.0,196470094856.0,115610222352.0,174851217916.0,288292508773.0,15848432648.0
해태제과식품,2018,23006225967.0,725381008551.0,2441290124.0,58233644,507444773331.0,794989003978.0,870.8586452875935,12456.390476800661,175264754600.0,268922914267.0,46385163569.0,-93658159667.0,619724249378.0,238521859064.0
해태제과식품,2019,27819423911.0,539271774166.0,-34681988078.0,58233644,512734563496.0,756850481301.0,1153.6749443843837,9260.484783778944,149919247640.0,308670990733.0,43656582545.0,-158751743093.0,606931233661.0,204063572763.0
해태제과식품,2020,33888094701.0,563935121095.0,27516351576.0,58233644,357456830445.0,621172370379.0,660.2142752564137,9684.008802454471,124702910939.0,205631047165.0,32869143576.0,-80928136226.0,496469459440.0,151825783280.0
해태제과식품,2021,26022114822.0,567703451336.0,-307380904.0,58233644,395102131054.0,654856443051.0,1045.6050583061572,9748.71933715843,120148929170.0,252505720952.0,38089332063.0,-132356791782.0,534707513881.0,142596410102.0
해태제과식품,2022,23170927168.0,590266473598.0,-2248226202.0,58233644,437389311669.0,691254955147.0,322.5512758054433,10136.176152706501,130960147832.0,272667311688.0,38515543853.0,-141707163856.0,560294807315.0,164721999981.0
핸즈코퍼레이션,2018,10501722015.0,600927886078.0,4083124756.0,43726536,384652006040.0,705255017630.0,446.5679840269076,13742.865112342766,302450962322.0,323198089075.0,156943685282.0,-20747126753.0,402804055308.0,61453916965.0
핸즈코퍼레이션,2019,18687638800.0,617668703909.0,7064346157.0,43726536,526810418216.0,851081160313.0,896.3230009804573,14125.717708555738,344438124049.0,322606112816.0,150678357509.0,21832011233.0,506643036264.0,204204305400.0
핸즈코퍼레이션,2020,-5203498800.0,572674233326.0,-8183681617.0,46674938,529391928007.0,844136126604.0,-113.49736779511095,12269.41604777279,333232900296.0,351248579735.0,168250545842.0,-18015679439.0,510903226308.0,178143348272.0
핸즈코퍼레이션,2021,-50128648018.0,562213390676.0,-63950010068.0,46674938,632933749646.0,894964069149.0,-1907.614078394705,12045.29485772429,403848737910.0,499457729457.0,250900631969.0,-95608991547.0,491115331239.0,133476020189.0
핸즈코퍼레이션,2022,-66724812599.0,778254509174.0,-77799655028.0,46674938,667856104059.0,862588714003.0,51.97835665041483,16673.927004980702,361841215786.0,584579519508.0,214020291024.0,-222738303722.0,500747498217.0,83276584551.0
현대건설,2018,839989000000.0,16730894000000.0,535303000000.0,222909242,9762753000000.0,18054609000000.0,1119.3972836711723,75056.97767345152,13336768000000.0,6860875000000.0,1947052000000.0,6475893000000.0,4717841000000.0,2901878000000.0
현대건설,2019,859667000000.0,17278792000000.0,573331000000.0,222909242,9511990000000.0,18226972000000.0,2148.4797835345025,77514.91972683663,13171993000000.0,6770867000000.0,1723425000000.0,6401126000000.0,5054979000000.0,2741123000000.0
현대건설,2020,548972000000.0,16970859000000.0,227697000000.0,222909242,9172896000000.0,17939274000000.0,7759.7545282577385,76133.49203349765,13398943000000.0,6467725000000.0,1125479000000.0,6931218000000.0,4540331000000.0,2705171000000.0
현대건설,2021,753504000000.0,18065534000000.0,554377000000.0,224820916,10207973000000.0,19637264000000.0,4489.80022837377,80355.21926260633,14526404000000.0,7613217000000.0,718247000000.0,6913187000000.0,5110860000000.0,2594756000000.0
현대건설,2022,574902000000.0,21239082000000.0,470876000000.0,224820916,10987431000000.0,20911708000000.0,-638.1701602888229,94471.11228743504,15516744000000.0,8757397000000.0,855394000000.0,6759347000000.0,5394964000000.0,2230034000000.0
현대글로비스,2018,710140105666.0,16865565662638.0,437373374120.0,75000000,4427675606792.0,8687842635183.0,6528.852946053334,224874.20883517334,4458086692786.0,2884757513854.0,911946972134.0,1573329178932.0,4229755942397.0,1542918092938.0
현대글로비스,2019,876537578535.0,18270050465618.0,502322713669.0,75000000,5459455695590.0,10129735810035.0,9879.56313888,243600.67287490665,5054300918433.0,3413465073270.0,1033140640024.0,1640835845163.0,5075434891602.0,2045990622320.0
현대글로비스,2020,662150585636.0,16519884633100.0,606142677103.0,75000000,5832335783458.0,10898704436618.0,13025.104129253334,220265.12844133333,5950125369972.0,3547701852658.0,1115337770558.0,2402423517314.0,4948579066646.0,2284633930800.0
현대글로비스,2021,1126245705403.0,21779581931003.0,783175862240.0,75000000,6358516107411.0,12170928242765.0,14740.198287653333,290394.42574670666,6968211360179.0,3942961992175.0,1370430331304.0,3025249368004.0,5202716882586.0,2415554115236.0
현대글로비스,2022,1798516596130.0,26981880971123.0,1192805576043.0,75000000,6998172212338.0,13877784500296.0,20783.935473266665,359758.41294830665,8181858080896.0,4343758217774.0,1452283025275.0,3838099863122.0,5695926419400.0,2654413994564.0
현대로템,2018,-196166583000.0,2411923709000.0,-308034515000.0,170000000,2894155835000.0,4002149975000.0,-83.48855294117647,14187.786523529412,2573161883000.0,1729464162000.0,208500666000.0,843697721000.0,1428988092000.0,1164691673000.0
현대로템,2019,-279932221000.0,2459346162000.0,-355687197000.0,170000000,3201401072000.0,4084281234000.0,-1181.8919764705881,14466.742129411765,2709164826000.0,2291969582000.0,264445883000.0,417195244000.0,1375116408000.0,909431490000.0
현대로템,2020,82061321000.0,2785326054000.0,22409492000.0,218284000,2851222410000.0,4197373871000.0,258.48047039636435,12760.101766506019,2778276487000.0,2230340459000.0,250962485000.0,547936028000.0,1419097384000.0,620881951000.0
현대로템,2021,80217965000.0,2872511952000.0,51411601000.0,218284000,2838937571000.0,4107182672000.0,-287.3037648201426,13159.51673966026,2679753273000.0,2090669005000.0,262147020000.0,589084268000.0,1427429399000.0,748268566000.0
현대로템,2022,147486669000.0,3163343615000.0,194534253000.0,218284000,3332399192000.0,4823869784000.0,3281.181341738286,14491.871209067087,3318550172000.0,2572729120000.0,235504483000.0,745821052000.0,1505319612000.0,759670072000.0
현대리바트,2018,48132503440.0,1351703359765.0,38881124433.0,41070564,231521676527.0,678896575415.0,165.62506465701324,32911.7311309628,442573464117.0,212244554737.0,140387580042.0,230328909380.0,236323111298.0,19277121790.0
현대리바트,2019,23882506358.0,1237572970655.0,19465668792.0,41070564,294855425403.0,752808371990.0,2328.7958060911947,30132.84576893076,397707741609.0,248138586340.0,121016758890.0,149569155269.0,355100630381.0,46716839063.0
현대리바트,2020,37196471514.0,1384629640359.0,26592767692.0,41070564,322270196895.0,803314893273.0,2566.6876355045915,33713.431360694245,363835700207.0,258811829506.0,106339911713.0,105023870701.0,439479193066.0,63458367389.0
현대리바트,2021,20240762169.0,1406599311907.0,13495394324.0,41070564,374591023346.0,863648498521.0,-496.0940793264977,34248.35636313638,430586106427.0,320525539478.0,142534054615.0,110060566949.0,433062392094.0,54065483868.0
현대리바트,2022,-27895323942.0,1495701107465.0,-50771042676.0,41070564,415626223927.0,854159330447.0,-1038.871077202641,36417.837053929914,452085667414.0,374995667877.0,162300132334.0,77089999537.0,402073663033.0,40630556050.0
현대모비스,2018,2024957000000.0,35149219000000.0,1888206000000.0,194695674,12367704000000.0,43071132000000.0,8269.973168484474,180534.15506294198,19720482000000.0,8242176000000.0,2762915000000.0,11478306000000.0,23350650000000.0,4125528000000.0
현대모비스,2019,2359257000000.0,38048768000000.0,2294311000000.0,190621336,14196442000000.0,46606064000000.0,13870.734805887627,199603.93101011525,21504648000000.0,8962268000000.0,3034170000000.0,12542380000000.0,25101416000000.0,5234174000000.0
현대모비스,2020,1830292000000.0,36626504000000.0,1526850000000.0,190117336,15169553000000.0,48497676000000.0,13027.41271316783,192652.09985900496,22902943000000.0,10082189000000.0,3057205000000.0,12820754000000.0,25594733000000.0,5087364000000.0
현대모비스,2021,2040112000000.0,41702184000000.0,2362474000000.0,189154136,16125063000000.0,51482537000000.0,13791.97439277775,220466.67803235346,23552362000000.0,10076987000000.0,4274966000000.0,13475375000000.0,27930175000000.0,6048076000000.0
현대모비스,2022,2026531000000.0,51906293000000.0,2487244000000.0,188578136,17599066000000.0,55406698000000.0,11422.649760415492,275250.8541074984,25659721000000.0,11476170000000.0,5267166000000.0,14183551000000.0,29746977000000.0,6122896000000.0
현대미포조선,2018,70896249000.0,2403016269000.0,120655434000.0,79884298,1146560216000.0,3463733941000.0,6491.191485465642,30081.20906313779,1801359973000.0,1076380290000.0,160144060000.0,724979683000.0,1662373968000.0,70179926000.0
현대미포조선,2019,92620495000.0,2994100904000.0,61178074000.0,79884298,1026666920000.0,3380628394000.0,-906.2766252261489,37480.4683643837,1744822659000.0,1001576278000.0,166312395000.0,743246381000.0,1635805735000.0,25090642000.0
현대미포조선,2020,36689901000.0,2792011090000.0,-12262320000.0,79884298,1231546541000.0,3599025550000.0,3204.7190425332396,34950.686929739306,1879237897000.0,1191004672000.0,148561220000.0,688233225000.0,1719787653000.0,40541869000.0
현대미포조선,2021,-217325424000.0,2887212251000.0,-160108518000.0,79884298,1674021487000.0,3878320283000.0,871.5010051161744,36142.4250232505,2046698160000.0,1612004353000.0,265534013000.0,434693807000.0,1831622123000.0,62017134000.0
현대미포조선,2022,-109066121000.0,3716860942000.0,-43766777000.0,79884298,2572981743000.0,4748245499000.0,2608.857763261561,46528.05413649626,2724476086000.0,2499086891000.0,292593548000.0,225389195000.0,2023769413000.0,73894852000.0
현대백화점,2018,356659054000.0,1862205782000.0,287418964000.0,46804882,2159469660000.0,6988562089000.0,9300.836566578675,39786.57145209767,1258796495000.0,1293202919000.0,114582401000.0,-34406424000.0,5729765594000.0,866266741000.0
현대백화점,2019,292244731000.0,2198949660000.0,243010565000.0,46804882,2643807874000.0,7623094297000.0,8065.084343124719,46981.2029437442,1365316449000.0,1443427263000.0,183678037000.0,-78110814000.0,6257777848000.0,1200380611000.0
현대백화점,2020,135863991000.0,2273151865000.0,105056700000.0,46804882,3674740993000.0,8707032548000.0,5541.477211714795,48566.554766658744,1985912656000.0,2276222232000.0,233666421000.0,-290309576000.0,6721119892000.0,1398518761000.0
현대백화점,2021,264365188000.0,3572433182000.0,233388925000.0,46804882,3743568385000.0,8969196456000.0,10686.15951216371,76326.08030076862,1945333677000.0,1978464235000.0,364986675000.0,-33130558000.0,7023862779000.0,1765104150000.0
현대백화점,2022,320928734000.0,5014123629000.0,186026376000.0,46804882,5702018783000.0,12069249655000.0,10456.00102143191,107128.2185691655,3115547999000.0,3660251198000.0,706636681000.0,-544703199000.0,8953701656000.0,2041767585000.0
현대비앤지스틸,2018,35042176841.0,712681664626.0,19440958519.0,30377326,223593183402.0,605619115219.0,282.30050844501585,23460.974301227172,358104739711.0,143598188369.0,167659052253.0,214506551342.0,247514375508.0,79994995033.0
현대비앤지스틸,2019,36519475120.0,733254620862.0,21775481082.0,30377326,205663765259.0,608637133792.0,1170.5921834923852,24138.22141099582,365202800016.0,92118754966.0,141773155562.0,273084045050.0,243434333776.0,113545010293.0
현대비앤지스틸,2020,33401582935.0,680242922739.0,23598537552.0,30377326,220007943420.0,648496422842.0,1732.5913245293546,22393.113954105112,405670775121.0,118656162791.0,141323417213.0,287014612330.0,242825647721.0,101351780629.0
현대비앤지스틸,2021,89655269568.0,855704014920.0,69792443898.0,30377326,271019166550.0,768751882611.0,606.8998019443844,28169.168508116876,518754937342.0,186144474151.0,210353903385.0,332610463191.0,249996945269.0,84874692399.0
현대비앤지스틸,2022,33466461486.0,1281157155278.0,26052582523.0,30377326,333016274702.0,857843841402.0,-1614.7770986820894,42174.78376069046,512455335933.0,146256967402.0,223196194295.0,366198368531.0,345388505469.0,186759307300.0
현대엘리베이터,2018,143067641131.0,1877217928889.0,1458275788.0,54316532,1443630013602.0,2374837740877.0,3172.5038561556175,34560.71033564882,901104061201.0,745007898368.0,62604632065.0,156096162833.0,1473733679676.0,698622115234.0
현대엘리베이터,2019,136203383746.0,1872538463037.0,43590611382.0,54398668,1599552353773.0,2547731188376.0,2024.3812002713007,34422.50576865228,985979787860.0,934648044762.0,45187421808.0,51331743098.0,1561751400516.0,664904309011.0
현대엘리베이터,2020,150017406805.0,1821184670810.0,97931138698.0,81630382,1600843056138.0,2626221534995.0,1950.0660380347113,22310.132896474748,1192301378333.0,929841614933.0,50719657353.0,262459763400.0,1433920156662.0,671001441205.0
현대엘리베이터,2021,129001779541.0,1973426415772.0,112347037299.0,81630382,1851191573825.0,2987393730479.0,1729.6775741659521,24175.146157860683,1131485065999.0,1082405519703.0,60560979755.0,49079546296.0,1855908664480.0,768786054122.0
현대엘리베이터,2022,43016096622.0,2129301101267.0,78232444324.0,81630382,1847719039348.0,3014471063421.0,150.53353484245608,26084.66417892054,1096309420548.0,1222898677886.0,76048250911.0,-126589257338.0,1918161642873.0,624820361462.0
현대오토에버,2018,70178422437.0,1424858710213.0,55228434571.0,41304840,377482747597.0,829071190950.0,1103.8182499678003,34496.16825081516,689503604384.0,367984814924.0,577731368.0,321518789460.0,139567586566.0,9497932673.0
현대오토에버,2019,80212335242.0,1571817874618.0,56872512361.0,42000000,511685705355.0,1026696505989.0,1909.5796406428572,37424.23510995238,739052459114.0,398793805871.0,4840183226.0,340258653243.0,287644046875.0,112891899484.0
현대오토에버,2020,86813994800.0,1562592548507.0,60786032656.0,42000000,514645776802.0,1077027006934.0,2752.776718690476,37204.584488261906,797279633008.0,417384036610.0,4394700758.0,379895596398.0,279747373926.0,97261740192.0
