id,corp,stock_code,sector,main_product,listing_date,settlement_month,representative_name,homepage,region,rank,predicted_rank
426,아세아,2030,"회사 본부 및 경영 컨설팅 서비스업","회사본부,지주회사 및 경영컨설팅 서비스업",1974-06-03,12월,"이훈범, 오기호",http://asiaholdings.co.kr,서울특별시,NULL,A+
427,아세아시멘트,183190,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘, 몰탈",2013-11-06,12월,"임경태, 김웅종",http://www.asiacement.co.kr,서울특별시,NULL,A
428,아세아제지,2310,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,석고보드원지,크라프트원지,라이나원지,라이너지 제조,판매",1988-12-15,12월,"유승환, 이현탁",http://www.asiapaper.co.kr,서울특별시,NULL,A
429,아센디오,12170,"영화, 비디오물, 방송프로그램 제작 및 배급업","석탄(점결탄) 판매",1989-12-20,12월,"신동철, 강재현",http://ascendio.co.kr,서울특별시,NULL,JB
430,아시아나항공,20560,"항공 여객 운송업","항공운송(여객운송,화물운송)/항공기 제조,정비수리",2008-03-28,12월,원유석,http://www.flyasiana.com,서울특별시,NULL,BBB
431,아이마켓코리아,122900,"상품 종합 도매업","B2B 전자상거래",2010-07-30,12월,남인봉,http://www.imarketkorea.com,서울특별시,NULL,BBB
432,아이에스동서,10780,"시멘트, 석회, 플라스터 및 그 제품 제조업","타일,위생도기,콘크리트파일,P.C관,침목 제조,도매",1986-01-27,12월,"허석헌, 정원호, 김갑진, 이준길",http://www.isdongseo.co.kr,서울특별시,NULL,AA-
433,아이에이치큐,3560,"영화, 비디오물, 방송프로그램 제작 및 배급업","매니지먼트, 음반, 드라마 제작, 유료방송, 프로그램 공급, 광고대행",1973-12-18,12월,김형철,http://www.ihq.co.kr,서울특별시,NULL,JB
434,아주스틸,139990,"1차 철강 제조업","프리미엄 가전용 고품질 컬러강판, 건자재 등",2021-08-20,12월,이학연,http://www.ajusteel.com,경상북도,NULL,JB
435,애경산업,18250,"기타 화학제품 제조업","Age 20's,루나, 트리오, 2080치약, 순샘, 제트 등",2018-03-22,12월,"채동석, 임재영",http://www.aekyung.co.kr,서울특별시,NULL,A
436,애경케미칼,161000,"기초 화학물질 제조업",오르토프탈산디옥틸,2012-09-17,12월,표경원,http://www.aekyungchemical.co.kr,서울특별시,NULL,A+
437,에넥스,11090,"가구 제조업","씽크상판,주방기기,목재케비넷,유해가스저감장치시설 제조,판매",1995-07-08,12월,박진규,http://www.enex.co.kr,서울특별시,NULL,JB
438,에스엘,5850,"자동차 신품 부품 제조업","자동차부품(자동차램프, 전동화부품, 전자부품) 제조, 판매",1988-11-08,12월,"이성엽,김한영",http://www.slworld.com,대구광역시,NULL,AA-
439,에스엠벡셀,10580,"자동차 신품 부품 제조업","자동차부품(워터펌프,오일펌프,엔진헤드(GV6),프론트케이스) 제조",1994-12-27,12월,정병수,http://www.smbexel.com,충청남도,NULL,JB
440,에스원,12750,"경비, 경호 및 탐정업","부가통신 서비스(경비),안전관리용역,CCTV카메라",1996-01-30,12월,"남궁범, 모리야 키요시",http://www.s1.co.kr,서울특별시,NULL,AA-
441,에스제이엠,123700,"자동차 신품 부품 제조업",자동차및산업용Bellows,2010-05-31,12월,"김휘중 (단독 대표이사)",NULL,경기도,NULL,JB
442,에스제이엠홀딩스,25530,"자동차 부품 및 내장품 판매업",지주회사및경영자문,1997-02-12,12월,"김용호, 김휘중(각자대표이사)",http://www.sjmholdings.co.kr,경기도,NULL,BBB
443,에스케이바이오팜,326030,"자연과학 및 공학 연구개발업","신경질환 및 정신질환을 포함한 중추신경 관련 신약 개발",2020-07-02,12월,이동훈,NULL,경기도,NULL,BBB
444,에쓰씨엔지니어링,23960,"토목 건설업","기술용역(건축설계) 서비스/화학플랜트 설비,기계 제작(음식료,석유화학사업관련)/유공압기기 판매",1997-06-23,12월,김건우,http://www.sc-eng.com,서울특별시,NULL,JB
445,에이블씨엔씨,78520,"기타 화학제품 제조업","화장품 제조,도소매/소프트웨어 자문,개발,공급/전자상거래",2011-09-07,12월,김유진,http://www.able-cnc.com,서울특별시,NULL,JB
446,에이엔피,15260,"전자부품 제조업","전자부품(인쇄회로기판),무정전 전원공급장치 제조",1988-01-18,12월,전운관,http://anpcb.co.kr,인천광역시,NULL,JB
447,에이프로젠,7460,"기타 금속 가공제품 제조업","단열장치,철구조물,가열로,특수단열재(금속표면경화육성,원자로용) 제조/단열공사/부동산 임대",1995-07-08,12월,이승호,http://www.aprogen.com,경기도,NULL,JB
448,에이프로젠바이오로직스,3060,"의약품 제조업","의약품(항생제,영양수액제,드링크제,철결핍성빈혈예방치료제,경옥동충하초) 제조,판매",1984-10-19,12월,"김정출, 이승호",http://www.aprogen-pharm.com,서울특별시,NULL,JB
449,에이플러스에셋,244920,"보험 및 연금관련 서비스업","보험대리 및 중개업",2020-11-20,12월,"곽근호, 서성식, 조규남",NULL,서울특별시,NULL,JB
450,엔에이치엔,181710,"소프트웨어 개발 및 공급업",한게임,2013-08-29,12월,정우진,http://www.nhn.com,경기도,NULL,AA-
451,엔케이,85310,"구조용 금속제품, 탱크 및 증기발생기 제조업","고압가스용기,선박용,육상용 소화설비장치,천연가스이동식충전소 제조,도매",2008-01-24,12월,"천남주, 박제완",http://www.nkcf.com,부산광역시,NULL,JB
452,엔피씨,4250,"플라스틱제품 제조업","산업용기프라스틱제품(플라스틱 파렛트,시트 파렛트) 제조,판매",1969-09-08,12월,최병민,http://www.npc.co.kr,경기도,NULL,BBB
453,엘브이엠씨,900140,"자동차 판매업",지주회사,2010-11-30,12월,"오세영, 노성석, 김선발 (각자 대표이사)",http://www.lvmcholdings.net,"케이맨 제도",NULL,JB
454,엘에스일렉트릭,10120,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",1994-07-11,12월,"구자균, 구동휘, 김동현",http://www.ls-electric.com,경기도,NULL,AA-
455,엠씨넥스,97520,"영상 및 음향기기 제조업","모바일 카메라모듈,전장 카메라모듈,블랙박스,IP 카메라",2021-07-06,12월,민동욱,http://www.mcnex.co.kr,인천광역시,NULL,A
456,영보화학,14440,"플라스틱제품 제조업","가교발포폴리에틸렌(아티론,영보드) 제조,판매",1997-08-27,12월,이영식,http://www.youngbo.com,충청북도,NULL,JB
457,영원무역,111770,"상품 종합 도매업",스포츠의류,2009-07-30,12월,성기학,NULL,서울특별시,NULL,AA-
458,영원무역홀딩스,9970,"기타 금융업","스포츠의류(등산복,운동복,스키복) 도소매,수출,섬유봉제",1988-11-07,12월,성래은,NULL,서울특별시,NULL,AA-
459,영풍,670,"1차 비철금속 제조업","제1차 금속산업(아연괴,황산,카드뮴괴),건전지 제조,무역",1976-06-12,12월,"박영민, 배상윤",http://www.ypzinc.co.kr,서울특별시,NULL,AA-
460,영풍제지,6740,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,지관원지,라이나원지 제조",1996-07-03,12월,조상종,http://www.yp21.co.kr,경기도,NULL,JB
461,영흥,12160,"1차 철강 제조업","와이어로프 등",2010-01-25,12월,"강근욱, 강희준 (각자대표이사)",http://www.youngwire.com,충청남도,NULL,JB
462,오뚜기,7310,"기타 식품 제조업","라면,마요네즈,카레,스프,당면,소오스,토마토케첩,마가린,냉동생지(바게트,크로와상),참치캔,식초,3분짜장 제조",1994-08-12,12월,"함영준, 황성만",http://www.ottogi.co.kr,경기도,NULL,A+
463,오리온,271560,"기타 식품 제조업","스낵 등 과자류",2017-07-07,12월,이승준,http://www.orionworld.com,서울특별시,NULL,AA
464,오리온홀딩스,1800,"기타 금융업","자회사 관리 지주사업 등",1975-06-27,12월,허인철,http://www.oriongroup.co.kr,서울특별시,NULL,AA-
465,용평리조트,70960,"일반 및 생활 숙박시설 운영업","리조트 운영, 콘도 분양",2016-05-27,12월,"신달순, 임학운 공동대표",http://www.yongpyong.co.kr,강원특별자치도,NULL,JB
466,우성,6980,"곡물가공품, 전분 및 전분제품 제조업","배합사료,Suit-feed(맞춤 TMR(육성우,건유우,착유우) 사료),농후사료,곡류(강피류 등 부산물) 제조,판매/부동산 임대,무역",1988-10-10,12월,한재규,http://wsgroup.co.kr,대전광역시,NULL,JB
467,우신시스템,17370,"특수 목적용 기계 제조업","자동차차체자동화용접조립라인,용접설비,자동용접장비 제조,판매",2002-05-28,12월,허우영,http://www.wooshinsys.co.kr,서울특별시,NULL,JB
468,우진,105840,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",원전용계측기,2010-07-26,12월,"이재상, 백승한 각자대표",http://www.woojininc.com,경기도,NULL,JB
469,우진아이엔에스,10400,"건물설비 설치 공사업","반도체/디스플레이 코팅덕트",2018-09-14,12월,홍경모,http://www.woojini.com,서울특별시,NULL,JB
470,우진플라임,49800,"특수 목적용 기계 제조업","플라스틱사출성형기 제조,판매",2006-05-24,12월,김익환,http://www.woojinplaimm.com,충청북도,NULL,JB
471,웅진,16880,"회사 본부 및 경영 컨설팅 서비스업","교육서비스(웅진아이큐,중.고교학습,어린이마을),도서,잡지 출판/부동산 임대/인터넷관련사업",1994-11-05,12월,"윤새봄, 이수영 각자대표",http://www.woongjin.com,서울특별시,NULL,BBB
472,웅진씽크빅,95720,"초등 교육기관","기타출판 제조/서적,교구,통신판매 도소매/부동산 임대/교구렌탈,컴퓨터운용관련서비스",2007-05-31,12월,이재진,http://www.wjthinkbig.com,경기도,NULL,BBB
473,원림,5820,"직물직조 및 직물제품 제조업","고무,플라스틱제품,산업용포장재,PP.BAG,타포린 제조,도매/부동산 임대/주택 신축,판매/인터넷 정보통신/벤처회사 투자",1990-04-20,12월,신성엽,http://www.wonlim.co.kr,서울특별시,NULL,JB
474,웰바이오텍,10600,"상품 중개업","피혁의류 도,소매,의류 판매,수입,피혁(GRAIN LEATHER) 제조",1997-07-18,12월,구세현,http://www.wellbiotec.co.kr,서울특별시,NULL,JB
475,유니드,14830,"기초 화학물질 제조업","탄산칼륨,가성칼륨,가성카리,탄산카리(무기화합물),MDF(가공목재) 제조,도매",2004-12-03,12월,"정의승, 이우일",http://www.unid.co.kr,서울특별시,NULL,A+
476,유니온,910,"시멘트, 석회, 플라스터 및 그 제품 제조업","백시멘트,타일시멘트,알루미나시멘트,용융알루미나,급결제,필터프레스,유니필터제조,도매",1996-07-03,12월,"이건영, 이우선",http://www.unioncement.com,서울특별시,NULL,JB
477,유니온머티리얼,47400,"내화, 비내화 요업제품 제조업","페라이트,세라믹 제조,도매",2009-09-29,12월,"김진영, 이우선",http://unionmaterials.com,대구광역시,NULL,JB
478,유니퀘스트,77500,"기계장비 및 관련 물품 도매업","반도체직접회로 도매,무역,제조",2004-08-05,12월,앤드류김,http://www.uniquest.co.kr,경기도,NULL,A
479,유수홀딩스,700,"회사 본부 및 경영 컨설팅 서비스업",지주사업,1956-03-03,12월,송영규,http://www.eusu-holdings.com,서울특별시,NULL,A
480,유엔젤,72130,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","소프트웨어(무선인터넷 솔루션,ASP통신사업자용 지능망솔루션 및 단문메세지센터) 개발,공급",2003-07-01,12월,유지원,http://www.uangel.com,경기도,NULL,JB
481,유유제약,220,"의약품 제조업","의약품 제조,판매",1975-11-18,12월,"유원상, 박노용(각자대표)",http://www.yuyu.co.kr,충청북도,NULL,JB
482,유한양행,100,"의약품 제조업","의약품(삐콤씨, 안티푸라민, 렉라자, 로수바미브, 코푸시럽 등), 생활용품(유한락스, 해피홈, 유한젠), 동물약품",1962-11-01,12월,"대표이사 조욱제",http://www.yuhan.co.kr,서울특별시,NULL,AA-
483,이건산업,8250,"나무제품 제조업","컨테이너용합판,목재 파렛트,프레스우드 파렛트,가공목재,제재목 제조/부동산 임대",1988-10-21,12월,이길수,http://www.eagon.com,인천광역시,NULL,BBB
484,이노션,214320,광고업,"광고대행 및 광고물의 제작 등",2015-07-17,12월,이용우,http://www.innocean.com,서울특별시,NULL,AA-
485,이수페타시스,7660,"전자부품 제조업","P.C.B(인쇄회로기판),M.L.B 제조",2003-10-07,12월,최창복,http://www.petasys.com,대구광역시,NULL,BBB
486,이아이디,93230,"기타 전문 도매업","무선통신기기부품,전시용 핸드폰모형기(ADM) 제조",2007-11-01,12월,김성규,http://www.eid21.co.kr,경기도,NULL,JB
487,이엔플러스,74610,"일반 목적용 기계 제조업","소방자동차 제조",2003-12-23,12월,"안영용, 최용인, 강태경 각자대표",http://www.en3.co.kr,경기도,NULL,JB
488,이연제약,102460,"의약품 제조업","항생제,순환기제",2010-06-10,12월,"정순옥, 유용환 (각자 대표이사)",http://reyonpharm.co.kr,서울특별시,NULL,JB
489,이화산업,760,"기타 전문 도매업","염료(반응성염료,분산염료,범용염료,직접염료,산성염료),염료화성품,합성수지,고무 도매,제조",1994-04-29,12월,홍성우,http://www.rifa.co.kr,서울특별시,NULL,JB
490,인디에프,14990,"봉제의복 제조업","여성의류,남성의류,캐쥬얼웨어 제조",1989-06-20,12월,손수근,http://www.inthef.co.kr,서울특별시,NULL,JB
491,인스코비,6490,"전기 통신업","시계,스마트그리드,도소매,소프트웨어개발",1985-01-17,12월,"유인수, 구자갑 (각자 대표이사)",http://www.inscobee.com,서울특별시,NULL,JB
492,인지컨트롤스,23800,"자동차 신품 부품 제조업","자동차부품(터머스위치,터머스탯) 제조",1997-06-23,12월,"정구용, 정혜승, 김홍집(각자대표이사)",http://www.inzi.co.kr,경기도,NULL,JB
493,인천도시가스,34590,"연료용 가스 제조 및 배관공급업","도시가스 공급/가스설비공사",2006-11-07,12월,정진혁,http://www.icgas.co.kr,인천광역시,NULL,BBB
494,인터지스,129260,"도로 화물 운송업","화물운송,알선,하역",2011-12-16,12월,박동호,http://www.intergis.co.kr,부산광역시,NULL,JB
495,인팩,23810,"자동차 신품 부품 제조업","자동차용 케이블,전자정보통신관련기기 제조,도매",2004-09-21,12월,"최웅선,최장돈",http://www.infac.com,서울특별시,NULL,JB
496,일동제약,249420,"의약품 제조업","아로나민, 후루마린, 큐란, 라비에트, 사미온 등",2016-08-31,12월,윤웅섭,http://www.ildong.com,서울특별시,NULL,BBB
497,일동홀딩스,230,"의약품 제조업","의약품 제조,도매",1975-06-28,12월,박대창,http://www.ildong.com,서울특별시,NULL,JB
498,일성건설,13360,"토목 건설업","건축공사,토목공사,전기공사",1989-12-02,12월,유필상,http://www.ilsungconst.co.kr,인천광역시,NULL,JB
499,일신방직,3200,"방적 및 가공사 제조업","면사,P/C혼방사,P/C혼방직물,화섬사 제조,수출",1973-05-23,12월,김정수,http://www.ilshin.co.kr,서울특별시,NULL,A+
500,일양약품,7570,"의약품 제조업","일반의약품(원비디,영비천,아진탈,디세텔,노루모산),항암제(베타-이뮤난),전문의약품 제조,판매,수출입",1974-08-28,12월,"김동연, 정유석",http://www.ilyang.co.kr,경기도,NULL,A-
501,일정실업,8500,"편조원단 제조업","자동차시트원단,의류,완구직물 제조,염색가공",1994-08-12,12월,"고동수, 최돈호",http://www.iljeong.co.kr,경기도,NULL,JB
502,일진다이아,81000,"기타 화학제품 제조업","공업용 합성다이아몬드 제조,도매,수출입",2004-12-22,12월,신광섭,http://www.iljindiamond.co.kr,충청북도,NULL,A
503,일진디스플,20760,"반도체 제조업","박막액정표시장치(TFT-LCD) 패널,LT(리튬탄탈에이트)웨이퍼,분말야금제품(초고압용공구),보석다이아몬드 제조,판매/종합건설",2002-01-09,12월,"김기환, 이교진",http://www.iljindisplay.co.kr,충청북도,NULL,JB
504,일진홀딩스,15860,"기타 금융업","전기산업용기기(개폐기,차단기,배전반),자동화시스템,자동차엔진부품,절연전선,금구류,고압선,저압선 제조,판매/전기공사,가스절연차단기",1990-03-22,12월,허정석,http://www.iljin.co.kr,경기도,NULL,A+
505,잇츠한불,226320,"기타 화학제품 제조업","스킨케어 베이직, 포인트 메이크업, 스킨케어 스페셜, 베이스 메이크업 등",2015-12-28,12월,김양수,http://www.itshanbul.com,서울특별시,NULL,JB
506,자이에스앤디,317400,"부동산 임대 및 공급업","부동산 관리, 정보통신 공사, 아파트 AS 및 옵션 제품 공급, 건축물 시공 및 분양",2019-11-06,12월,엄관석,http://www.xisnd.com/,서울특별시,NULL,A+
507,자화전자,33240,"전자부품 제조업","Bonded magenet,플라스틱자성제품,티탄산 바륨계 반도체소자,휴대전화용 Vibration Motor,전자관,전자부품 제조",1999-01-06,12월,"김상면, 김찬용(각자대표)",http://www.jahwa.co.kr,충청북도,NULL,JB
508,제이에스코퍼레이션,194370,"가죽, 가방 및 유사제품 제조업","핸드백 및 지갑",2016-02-04,12월,홍재성,http://www.jskor.com,서울특별시,NULL,A-
509,제이준코스메틱,25620,"기타 화학제품 제조업","화장품 제조 판매",1995-07-08,12월,"양재원, 고병철 (각자 대표이사)",http://www.jayjun.kr,인천광역시,NULL,JB
510,제일기획,30000,광고업,"광고 대행/광고물,영화 제작,인쇄,출판",1998-03-03,12월,김종현,http://www.cheil.co.kr,서울특별시,NULL,AA
511,제일약품,271980,"의약품 제조업",의약품,2017-07-17,12월,성석제,http://www.jeilpharm.co.kr,서울특별시,NULL,JB
512,제일연마,1560,"기타 비금속 광물제품 제조업","연마석,다이아몬드공구 제조,도소매/주택건설",2005-12-09,12월,"오유인, 오현수, 추헌주 (각자 대표)",http://www.grinding.co.kr,경상북도,NULL,JB
513,제일파마홀딩스,2620,"회사 본부 및 경영 컨설팅 서비스업","의약품(타리비드,제일파프,노엘,푸라솔) 제조,도매",1988-01-20,12월,한상철,http://www.jeilpharm.co.kr,서울특별시,NULL,BBB
514,제주항공,89590,"항공 여객 운송업","여객운송서비스, 화물운송서비스",2015-11-06,12월,김이배,http://www.jejuair.net,제주특별자치도,NULL,BBB
515,조광페인트,4910,"기타 화학제품 제조업","도료(우레탄,에나멜,락카,특수도료) 제조,도매",1976-12-27,12월,양성아,http://www.chokwangpaint.co.kr,부산광역시,NULL,BBB
516,조선내화,480,"내화, 비내화 요업제품 제조업","내화연와(정형,부정형,S/N,CCN),단열벽돌,스라이딩노즐,연주용 특수내화물 제조",1978-06-30,12월,이상암,http://www.chosunref.co.kr,전라남도,NULL,A
517,조흥,2600,"기타 식품 제조업","휘핑크림,인스턴트이스트,프루츠칵테일,크림치즈,견과류,건조과일 제조,판매/주택 신축,판매",1976-12-23,12월,김성태,http://www.choheung.co.kr,경기도,NULL,JB
518,종근당바이오,63160,"의약품 제조업","의약품,원료의약품 제조",2001-12-11,12월,이정진,http://www.ckdbio.com,서울특별시,NULL,JB
519,주연테크,44380,"컴퓨터 및 주변장치 제조업","각종컴퓨터,주변기기 제조/소프트웨어 개발",2006-11-15,12월,김희라,http://www.jooyon.co.kr,서울특별시,NULL,JB
520,지누스,13890,"가구 제조업","매트리스 및 가구제품",2019-10-30,12월,심재형,http://www.zinus.co.kr,경기도,NULL,A+
521,지엠비코리아,13870,"자동차 신품 부품 제조업","VS, TIB, CVJoint 등",2012-11-20,12월,"정세영, 송병영",http://www.gmb.co.kr,경상남도,NULL,BBB
522,지역난방공사,71320,"증기, 냉·온수 및 공기조절 공급업","집단에너지공급 및 전기,증기 생산,판매",2010-01-29,12월,정용기,http://www.kdhc.co.kr,경기도,NULL,AA-
523,지투알,35000,"회사 본부 및 경영 컨설팅 서비스업",지주회사,1999-08-11,12월,박애리,http://www.g2rgroup.com/korean/main/main.asp,서울특별시,NULL,BBB
524,진도,88790,"기타 전문 도매업","모피제품 제조,가공",2006-03-28,12월,임병남,http://www.jindofand.co.kr,서울특별시,NULL,JB
525,진양산업,3780,"플라스틱제품 제조업","합성수지,폴리우레탄스폰지 제조,도매,수출입",1973-06-26,12월,조영태,http://www.cyc1963.com,경상남도,NULL,JB
526,진양폴리우레탄,10640,"플라스틱제품 제조업","폴리우레탄,폴리우레탄스폰지 제조,판매",1989-09-30,12월,조영태,http://www.chinyangpoly.kr,경기도,NULL,JB
527,진양홀딩스,100250,"플라스틱제품 제조업","투자,경영컨설팅",2008-02-15,12월,"양준영, 최창호(각자대표이사)",http://cyholdings.kr,부산광역시,NULL,BBB
528,진원생명과학,11000,"의약품 제조업",플라스미드,1987-11-16,12월,박영근,http://www.genels.com,서울특별시,NULL,JB
529,참엔지니어링,9310,"특수 목적용 기계 제조업","FPD Laser Repair 장비 등 (FPD 장비의 개발과 제조 및 판매)",1987-11-12,12월,변인재,http://www.charmeng.com,경기도,NULL,JB
530,청호ICT,12600,"일반 목적용 기계 제조업","금융단말기(현금자동입출금기,온라인단말기),통신기기 제조,판매",1990-07-10,12월,"김두철 대표이사",http://www.chunghoict.com,경기도,NULL,JB
531,카카오,35720,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","인터넷 서비스(인터넷 광고)",2017-07-10,12월,"홍은택 대표이사",http://www.kakaocorp.com,제주특별자치도,NULL,AA
532,카카오페이,377300,"금융 지원 서비스업","간편결제, 간편송금 및 기타 금융서비스",2021-11-03,12월,신원근,http://www.kakaopay.com,경기도,NULL,AA-
533,컨버즈,109070,"통신 및 방송 장비 제조업","ICS중계기, 블랙박스",2009-03-17,12월,곽종호(단독대표),http://www.conbuzz.co.kr,충청남도,NULL,JB
534,케이씨,29460,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","가스/Chemical 공급 장치 등 제조 및 판매",1997-11-25,12월,"고상걸, 권홍빈(각자대표이사)",http://www.kct.co.kr,경기도,NULL,AA-
535,케이씨티시,9070,"도로 화물 운송업","화물자동차운송,항만하역,창고보관,컨테이너조작,중량물해상운송",1978-09-29,12월,류주환,http://www.kctc.co.kr,서울특별시,NULL,BBB
536,케이티앤지,33780,"담배 제조업","잎담배,제조담배,홍삼,홍삼제품 제조,판매",1999-10-08,12월,"Baek, Bok-In",http://www.ktng.com,대전광역시,NULL,AA
537,코리아써키트,7810,"전자부품 제조업","인쇄회로기판,Module 제조/부동산(건물) 임대",1985-09-09,12월,장세준,http://www.kcg.co.kr,경기도,NULL,A+
538,코스모화학,5420,"기타 화학제품 제조업","이산화티타늄 및 부산물, 황산코발트 및 부산물",1987-07-23,12월,안성덕,http://www.cosmochem.co.kr,서울특별시,NULL,BBB
539,코아스,71950,"가구 제조업","사무용가구,금속가구 도매,제조",2005-08-04,12월,노재근,http://www.ikoas.com,서울특별시,NULL,JB
540,코오롱글로벌,3070,"토목 건설업","토목공사,일반건설,주택건설,해외건설,소각로설비공사/환경플랜트,폐처리기 제조",1978-09-15,12월,김정일,http://www.kolonglobal.com,경기도,NULL,A
541,코오롱플라스틱,138490,"합성고무 및 플라스틱 물질 제조업",엔지니어링플라스틱,2011-06-15,12월,허성,http://www.kolonplastics.com,경상북도,NULL,BBB
542,콤텍시스템,31820,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템(네트웍) 구축/데이터통신장비(모뎀,먹스),종합네트워크시스템 제조,설치,유지보수",1997-02-12,12월,"권창완, 김완호 (각자 대표집행임원)",http://www.comtec.co.kr,서울특별시,NULL,BBB
543,쿠쿠홀딩스,192400,"기타 금융업","주방용 전기기기 제조업",2014-08-06,12월,구본학,http://www.cuckoo.co.kr,경상남도,NULL,AA-
544,쿠쿠홈시스,284740,"개인 및 가정용품 임대업","정수기, 공기청정기 등",2018-01-11,12월,구본학,"http://www,cuckoo.co.kr",경기도,NULL,A+
545,크라운해태홀딩스,5740,"기타 금융업","비스켓,쵸코렛,사탕,웨이퍼 제조,도매",1976-06-30,12월,윤석빈,http://www.crown.co.kr,서울특별시,NULL,A-
546,크래프톤,259960,"소프트웨어 개발 및 공급업","<배틀그라운드> 등 게임 소프트웨어",2021-08-10,12월,김창한,http://www.krafton.com,서울특별시,NULL,AA
547,키다리스튜디오,20120,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","만화, 소설 등 콘텐츠 제작 및 유통, 판매, 컴퓨터 프로그래밍, 시스템 통합 및 관리업",1996-07-03,12월,김영훈,http://www.kidaristudio.com,서울특별시,NULL,BBB
548,태경비케이,14580,"시멘트, 석회, 플라스터 및 그 제품 제조업","생석회,소석회,석회비료 제조,판매/비금속광물 광업/산업폐기물 재생처리/휴게소 운영",1991-03-07,12월,"김민정,정구일 (각자 대표이사)",http://www.bkmp.co.kr,서울특별시,NULL,JB
549,태경산업,15890,"기초 화학물질 제조업","제강용 정련제(프락스),카바이드,중질탈산칼슘 제조,판매/고속도로휴게소 운영",1996-01-30,12월,"김해련, 김민정, 박충기 (각자 대표이사)",http://www.taekyung.co.kr,서울특별시,NULL,A-
550,태경케미컬,6890,"기초 화학물질 제조업","드라이아이스,액체탄산,고체탄산 제조",2003-01-28,12월,박기환,http://www.taekyungchem.co.kr,서울특별시,NULL,JB
551,태광산업,3240,"화학섬유 제조업","석유화학제품(PTA,AN),화섬사,직물 등",1975-12-27,12월,"조진환, 정철현 (각자 대표이사)",http://www.taekwang.co.kr,서울특별시,NULL,AA-
552,태림포장,11280,"골판지, 종이 상자 및 종이용기 제조업","골판지,골판지상자,수출용박스 제조,도매/인쇄",1988-12-20,12월,이복진,http://www.tailim.com,경기도,NULL,A-
553,태평양물산,7980,"봉제의복 제조업","봉제의류(자켓,파카,코트),침구 제조,우모가공,생활용품 도소매,무역",1994-12-27,12월,임석원,http://www.panpacific.co.kr,서울특별시,NULL,BBB
554,테이팩스,55490,"플라스틱제품 제조업","OCA, 2차전지용 테이프, 산업용 랩 등",2017-10-31,12월,김상구,http://tapex.co.kr,경기도,NULL,JB
555,텔코웨어,78000,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","소프트웨어(핵심망솔루션,무선데이터솔루션,요소기술) 개발,유지보수,무역",2004-07-20,12월,금한태,http://www.telcoware.com,서울특별시,NULL,JB
556,토니모리,214420,"기타 화학제품 제조업","스킨케어 베이직, 포인트 메이크업, 스킨케어 스페셜, 베이스 메이크업 등",2015-07-10,12월,김승철,http://www.tonysteet.com,서울특별시,NULL,JB
557,티비에이치글로벌,84870,"봉제의복 제조업","캐주얼의류,여성의류,남성의류 제조,도소매",2005-12-19,12월,우종완,NULL,서울특별시,NULL,JB
558,티에이치엔,19180,"기타 전기장비 제조업","자동차부품(전기배선장치류) 제조,도매",1996-07-31,12월,"이광연, 채승훈",http://www.th-net.co.kr,대구광역시,NULL,JB
559,티와이홀딩스,363280,"기타 금융업",지주사업,2020-09-22,12월,유종연,http://www.ty-holdings.co.kr,서울특별시,NULL,A+
560,티웨이항공,91810,"항공 여객 운송업","저가 항공운송",2018-08-01,12월,정홍근,http://www.twayair.com,대구광역시,NULL,BBB
561,팜스코,36580,"곡물가공품, 전분 및 전분제품 제조업","배합사료 제조,도매",1999-10-25,12월,정학상,http://www.farmsco.com,경기도,NULL,BBB
562,팜젠사이언스,4720,"의약품 제조업","의약품 외",1990-06-15,12월,"김혜연 박희덕(각자)",http://www.pharmgenscience.com,경기도,NULL,JB
563,퍼시스,16800,"가구 제조업","사무용 가구,의자,책상,캐비넷 제조",1996-12-24,12월,"배상돈,박광호",http://www.fursys.co.kr,서울특별시,NULL,BBB
564,평화산업,90080,"자동차 신품 부품 제조업","자동차부품(방진고무,방류고무(COVER류,CUP류),호스류),장비시설용 부품 제조,판매",2006-06-02,12월,"황순용, 김주영",http://www.ph.co.kr,대구광역시,NULL,JB
565,평화홀딩스,10770,"자동차 신품 부품 제조업",지주회사,1986-03-31,12월,"황순용, 김주영",http://www.phhc.co.kr,대구광역시,NULL,JB
566,포스코스틸리온,58430,"1차 철강 제조업","용융아연도금강판,용융알루미늄도금강판,칼라도장강판,냉연강판 가공,제조,도매",2002-08-16,12월,윤양수,http://www.poscocnc.com,경상북도,NULL,A-
